ID,Parent,Type,Epic,Feature,Title,Description,Priority,Milestone,Dependencies,StoryPoints,EstimateHours,Owner,Risk,Status,DocumentRefs,AcceptanceCriteria
ST-0020,T-0040,Subtask,Public Web & Content,Homepage and global navigation,"Add accessibility, analytics and automated tests for: Deliver responsive navigation and footer",Provide verification and operational evidence for story S-0020.,P1,M2,T-0040,1,8,Public Web,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
F-0011,E-0004,Feature,Public Web & Content,Services and portfolio,Services and portfolio,Provide the Services and portfolio capability within Public Web & Content.,P1,M2,ST-0020,13,64,Public Web,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0021,F-0011,Story,Public Web & Content,Services and portfolio,Publish service landing pages,"Each service explains fit, limits, process and CTA.",P1,M2,F-0011,5,24,Public Web,Medium,Planned,See RTM/Owner Document,"Each service explains fit, limits, process and CTA."
T-0041,S-0021,Task,Public Web & Content,Services and portfolio,Implement data/API and state contract for: Publish service landing pages,Create the server-side/domain foundation required by story S-0021.,P1,M2,S-0021,2,8,Public Web,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0042,S-0021,Task,Public Web & Content,Services and portfolio,Implement responsive UI and interaction for: Publish service landing pages,Complete the integrated workflow and user/operator experience for story S-0021.,P1,M2,T-0041,2,8,Public Web,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0021,T-0042,Subtask,Public Web & Content,Services and portfolio,"Add accessibility, analytics and automated tests for: Publish service landing pages",Provide verification and operational evidence for story S-0021.,P1,M2,T-0042,1,8,Public Web,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0022,F-0011,Story,Public Web & Content,Services and portfolio,Publish portfolio and case studies,"Real work is filterable, credible and linked to relevant services.",P1,M2,ST-0021,8,40,Public Web,Medium,Planned,See RTM/Owner Document,"Real work is filterable, credible and linked to relevant services."
T-0043,S-0022,Task,Public Web & Content,Services and portfolio,Implement data/API and state contract for: Publish portfolio and case studies,Create the server-side/domain foundation required by story S-0022.,P1,M2,S-0022,3,16,Public Web,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0044,S-0022,Task,Public Web & Content,Services and portfolio,Implement responsive UI and interaction for: Publish portfolio and case studies,Complete the integrated workflow and user/operator experience for story S-0022.,P1,M2,T-0043,3,16,Public Web,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0022,T-0044,Subtask,Public Web & Content,Services and portfolio,"Add accessibility, analytics and automated tests for: Publish portfolio and case studies",Provide verification and operational evidence for story S-0022.,P1,M2,T-0044,2,8,Public Web,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
F-0012,E-0004,Feature,Public Web & Content,Blog and editorial content,Blog and editorial content,Provide the Blog and editorial content capability within Public Web & Content.,P1,M2,ST-0022,16,80,Public Web,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0023,F-0012,Story,Public Web & Content,Blog and editorial content,Implement article and category experience,"Articles are readable, discoverable and connected to clusters.",P1,M2,F-0012,8,40,Public Web,Medium,Planned,See RTM/Owner Document,"Articles are readable, discoverable and connected to clusters."
T-0045,S-0023,Task,Public Web & Content,Blog and editorial content,Implement data/API and state contract for: Implement article and category experience,Create the server-side/domain foundation required by story S-0023.,P1,M2,S-0023,3,16,Public Web,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0046,S-0023,Task,Public Web & Content,Blog and editorial content,Implement responsive UI and interaction for: Implement article and category experience,Complete the integrated workflow and user/operator experience for story S-0023.,P1,M2,T-0045,3,16,Public Web,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0023,T-0046,Subtask,Public Web & Content,Blog and editorial content,"Add accessibility, analytics and automated tests for: Implement article and category experience",Provide verification and operational evidence for story S-0023.,P1,M2,T-0046,2,8,Public Web,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0024,F-0012,Story,Public Web & Content,Blog and editorial content,Implement editorial workflow,"Draft, review, schedule, revision and archive are auditable.",P1,M2,ST-0023,8,40,Public Web,Medium,Planned,See RTM/Owner Document,"Draft, review, schedule, revision and archive are auditable."
T-0047,S-0024,Task,Public Web & Content,Blog and editorial content,Implement data/API and state contract for: Implement editorial workflow,Create the server-side/domain foundation required by story S-0024.,P1,M2,S-0024,3,16,Public Web,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0048,S-0024,Task,Public Web & Content,Blog and editorial content,Implement responsive UI and interaction for: Implement editorial workflow,Complete the integrated workflow and user/operator experience for story S-0024.,P1,M2,T-0047,3,16,Public Web,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0024,T-0048,Subtask,Public Web & Content,Blog and editorial content,"Add accessibility, analytics and automated tests for: Implement editorial workflow",Provide verification and operational evidence for story S-0024.,P1,M2,T-0048,2,8,Public Web,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
E-0005,,Epic,Catalog & Product Discovery,,Catalog & Product Discovery,Deliver the Catalog & Product Discovery outcome and satisfy its quality gates.,P1,M2,E-0004,53,264,Catalog,Medium,Planned,README.md,All child features accepted; blocking risks closed; RTM and release evidence updated.
F-0013,E-0005,Feature,Catalog & Product Discovery,Catalog administration,Catalog administration,Provide the Catalog administration capability within Catalog & Product Discovery.,P1,M2,E-0005,16,80,Catalog,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0025,F-0013,Story,Catalog & Product Discovery,Catalog administration,"Manage products, variants and categories",Operators can maintain catalog data without deploy.,P1,M2,F-0013,8,40,Catalog,Medium,Planned,See RTM/Owner Document,Operators can maintain catalog data without deploy.
T-0049,S-0025,Task,Catalog & Product Discovery,Catalog administration,"Implement data/API and state contract for: Manage products, variants and categories",Create the server-side/domain foundation required by story S-0025.,P1,M2,S-0025,3,16,Catalog,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0050,S-0025,Task,Catalog & Product Discovery,Catalog administration,"Implement responsive UI and interaction for: Manage products, variants and categories",Complete the integrated workflow and user/operator experience for story S-0025.,P1,M2,T-0049,3,16,Catalog,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0025,T-0050,Subtask,Catalog & Product Discovery,Catalog administration,"Add accessibility, analytics and automated tests for: Manage products, variants and categories",Provide verification and operational evidence for story S-0025.,P1,M2,T-0050,2,8,Catalog,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0026,F-0013,Story,Catalog & Product Discovery,Catalog administration,Manage publication and redirects,Archived or changed products preserve SEO and historical references.,P1,M2,ST-0025,8,40,Catalog,Medium,Planned,See RTM/Owner Document,Archived or changed products preserve SEO and historical references.
